Country Name,Country Code,Series Name,Series Code,Scale (Precision),1990 [YR1990],2000 [YR2000],2010 [YR2010],2016 [YR2016]
St. Kitts and Nevis,KNA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),15.0,16.6,22.1,20.4
St. Kitts and Nevis,KNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,,
St. Kitts and Nevis,KNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,2.6,152.8,131.8
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,5.9,63.0,75.7
St. Kitts and Nevis,KNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,1,1,..
St. Kitts and Nevis,KNA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,61,53
St. Kitts and Nevis,KNA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),66,54,43,38
St. Kitts and Nevis,KNA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,75,..
St. Kitts and Nevis,KNA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
St. Kitts and Nevis,KNA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
St. Kitts and Nevis,KNA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),19,24,47,..
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),49,96,116,..
St. Kitts and Nevis,KNA,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),8.1,4.0,11.5,..
St. Lucia,LCA,"Population, total",SP.POP.TOTL,Millions (0.00),0.14,0.16,0.17,0.18
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,Unit (0.0),1.6,1.1,0.9,0.5
St. Lucia,LCA,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),0.6,0.6,0.6,0.6
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),226.5,257.3,282.9,291.8
St. Lucia,LCA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
St. Lucia,LCA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
St. Lucia,LCA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),0.45,0.72,1.16,1.37
St. Lucia,LCA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),3280,4620,6740,7670
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),0.77,1.17,1.77,2.02
St. Lucia,LCA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),5560,7480,10280,11370
St. Lucia,LCA,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),71,71,74,..
St. Lucia,LCA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),3.4,2.3,2.0,1.9
St. Lucia,LCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),105,65,58,..
St. Lucia,LCA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
St. Lucia,LCA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,100,99,..
St. Lucia,LCA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),23,18,16,..
St. Lucia,LCA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,,2.8,
St. Lucia,LCA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),82,88,95,..
St. Lucia,LCA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),124,..,..,..
St. Lucia,LCA,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),141.6,103.5,100.3,
St. Lucia,LCA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),49,74,95,..
St. Lucia,LCA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,..,..
St. Lucia,LCA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
St. Lucia,LCA,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),0.2,0.2,0.2,..
St. Lucia,LCA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.6,0.6,,0.7
St. Lucia,LCA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,14.3,14.3
St. Lucia,LCA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),93,94,96,..
St. Lucia,LCA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),78,83,89,..
St. Lucia,LCA,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.6,0.4,-3.1,0.7
St. Lucia,LCA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),405,..,..,..
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),1.19,2.10,2.34,..
St. Lucia,LCA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,..,..,..
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),0.48,0.78,1.24,1.38
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),7.8,-0.2,-1.7,0.7
St. Lucia,LCA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),8.1,1.3,7.0,-4.3
St. Lucia,LCA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),12,6,3,3
St. Lucia,LCA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),15,17,16,14
St. Lucia,LCA,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),73,77,81,83
St. Lucia,LCA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),60,48,49,48
St. Lucia,LCA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),69,57,63,53
St. Lucia,LCA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),20,27,28,21
St. Lucia,LCA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,22.9,23.1,24.1
St. Lucia,LCA,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,-1.1,-0.6,-3.0
St. Lucia,LCA,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,14,11
St. Lucia,LCA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),48.2,70.6,112.2,96.6
St. Lucia,LCA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,20.3,21.7,22.9
St. Lucia,LCA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,,
St. Lucia,LCA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,1.6,111.7,101.5
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,5.1,43.3,52.4
St. Lucia,LCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,6,..,..
St. Lucia,LCA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,60,64
St. Lucia,LCA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),82,51,71,52
St. Lucia,LCA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,103,..
St. Lucia,LCA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),79,222,580,..
St. Lucia,LCA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),2.2,7.9,7.4,10.6
St. Lucia,LCA,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
St. Lucia,LCA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),16,24,29,..
St. Lucia,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),45,54,121,..
St. Lucia,LCA,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),12.3,11.1,41.2,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,Millions (0.00),0.03,0.03,0.03,0.03
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,Unit (0.0),8.2,-3.2,1.4,0.6
St. Martin (French part),MAF,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),0.1,0.1,0.1,0.1
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),552.1,521.8,555.8,587.3
St. Martin (French part),MAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
St. Martin (French part),MAF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
St. Martin (French part),MAF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),..,..,..,..
St. Martin (French part),MAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),..,..,..,..
St. Martin (French part),MAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),..,..,..,..
St. Martin (French part),MAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),..,..,..,..
St. Martin (French part),MAF,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),75,77,79,..
St. Martin (French part),MAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),2.1,1.8,1.8,1.8
St. Martin (French part),MAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),,,,
St. Martin (French part),MAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,..,..,..
St. Martin (French part),MAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),0.0,0.0,0.0,..
St. Martin (French part),MAF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),..,..,..,..
St. Martin (French part),MAF,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),,,,
St. Martin (French part),MAF,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),..,..,..,..
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),..,..,..,..
St. Martin (French part),MAF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,..,..,..
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),..,..,..,..
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),,,,
St. Martin (French part),MAF,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),,,,
St. Martin (French part),MAF,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),,,,
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,..,..
St. Martin (French part),MAF,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),..,..,..,..
St. Martin (French part),MAF,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,..,..,..
St. Martin (French part),MAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
St. Martin (French part),MAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
St. Martin (French part),MAF,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
St. Martin (French part),MAF,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),..,..,..,..
St. Martin (French part),MAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),..,..,..,..
St. Martin (French part),MAF,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,Millions (0.00),0.11,0.11,0.11,0.11
St. Vincent and the Grenadines,VCT,Population growth (annual %),SP.POP.GROW,Unit (0.0),0.4,0.0,0.1,0.2
St. Vincent and the Grenadines,VCT,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),0.4,0.4,0.4,0.4
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),275.7,276.7,280.3,281.1
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),0.23,0.37,0.66,0.74
St. Vincent and the Grenadines,VCT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),2110,3470,6030,6790
St. Vincent and the Grenadines,VCT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),0.37,0.61,1.04,1.26
St. Vincent and the Grenadines,VCT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),3440,5700,9540,11530
St. Vincent and the Grenadines,VCT,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),70,71,72,..
St. Vincent and the Grenadines,VCT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),3.0,2.4,2.1,2.0
St. Vincent and the Grenadines,VCT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),91,69,56,..
St. Vincent and the Grenadines,VCT,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
St. Vincent and the Grenadines,VCT,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,100,98,..
St. Vincent and the Grenadines,VCT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),25,22,21,..
St. Vincent and the Grenadines,VCT,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),96,96,99,..
St. Vincent and the Grenadines,VCT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,..,94,..
St. Vincent and the Grenadines,VCT,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),113.3,117.9,105.0,104.5
St. Vincent and the Grenadines,VCT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,83,108,..
St. Vincent and the Grenadines,VCT,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,1,..
St. Vincent and the Grenadines,VCT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),0.3,0.3,0.3,..
St. Vincent and the Grenadines,VCT,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.4,0.5,,0.5
St. Vincent and the Grenadines,VCT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,10.0,,8.5
St. Vincent and the Grenadines,VCT,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),88,94,95,..
St. Vincent and the Grenadines,VCT,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),63,73,..,..
St. Vincent and the Grenadines,VCT,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),1.8,0.8,0.8,0.9
St. Vincent and the Grenadines,VCT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),274,..,..,..
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),0.75,1.36,2.01,..
St. Vincent and the Grenadines,VCT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,..,..,..
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),0.24,0.40,0.68,0.77
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),4.1,1.6,-3.4,3.0
St. Vincent and the Grenadines,VCT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),7.5,-0.2,4.4,1.4
St. Vincent and the Grenadines,VCT,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),16,9,7,8
St. Vincent and the Grenadines,VCT,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),19,20,19,17
St. Vincent and the Grenadines,VCT,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),65,72,73,75
St. Vincent and the Grenadines,VCT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),54,45,27,26
St. Vincent and the Grenadines,VCT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),63,51,57,51
St. Vincent and the Grenadines,VCT,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),25,23,29,27
St. Vincent and the Grenadines,VCT,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),21.8,25.7,,
St. Vincent and the Grenadines,VCT,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,10,10
St. Vincent and the Grenadines,VCT,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),40.7,64.2,54.9,55.1
St. Vincent and the Grenadines,VCT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),19.0,20.7,,
St. Vincent and the Grenadines,VCT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,,
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,2.2,120.6,103.7
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,3.2,33.7,51.8
St. Vincent and the Grenadines,VCT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,0,0,..
St. Vincent and the Grenadines,VCT,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,54,60
St. Vincent and the Grenadines,VCT,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),91,53,56,50
St. Vincent and the Grenadines,VCT,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,108,..
St. Vincent and the Grenadines,VCT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),63,195,295,..
St. Vincent and the Grenadines,VCT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),3.3,7.2,18.6,17.2
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
St. Vincent and the Grenadines,VCT,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),16,19,29,..
St. Vincent and the Grenadines,VCT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),8,38,97,..
St. Vincent and the Grenadines,VCT,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),15.4,6.3,16.9,..
Sudan,SDN,"Population, total",SP.POP.TOTL,Millions (0.00),20.15,27.25,34.39,39.58
Sudan,SDN,Population growth (annual %),SP.POP.GROW,Unit (0.0),3.4,2.4,2.2,2.4
Sudan,SDN,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),2505.8,2505.8,2505.8,1879.4
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),10.8,14.6,19.4,22.7
Sudan,SDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,46.5,
Sudan,SDN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,14.9,
Sudan,SDN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),13.61,11.24,55.35,84.88
Sudan,SDN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),530,330,1250,2140
Sudan,SDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),26.85,57.98,135.15,169.62
Sudan,SDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),1040,1710,3040,4290
Sudan,SDN,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,6.8,
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),56,58,62,..
Sudan,SDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),6.2,5.4,4.6,4.3
Sudan,SDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),105,116,93,..
Sudan,SDN,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),9,..,9,..
Sudan,SDN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),69,..,73,..
Sudan,SDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),128,106,80,..
Sudan,SDN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),31.8,38.4,,33.0
Sudan,SDN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),57,58,90,..
Sudan,SDN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,..,60,..
Sudan,SDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),,58.2,69.9,70.4
Sudan,SDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,..,41,..
Sudan,SDN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,..,1,..
Sudan,SDN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.1,0.2,0.3
Sudan,SDN,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),307.3,289.8,272.4,..
Sudan,SDN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),1.3,1.3,,1.7
Sudan,SDN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,673.3,673.3
Sudan,SDN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),67,62,55,..
Sudan,SDN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),27,25,23,..
Sudan,SDN,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),7.7,2.6,2.4,3.0
